Rank,Name,Symbol,marketcap,price (SGD),country,ticker,cik
597,Lectra SA,LSS.PA,978367187.2413,25.729678808212,France,,
598,Porch Group,PRCH,974321094.50012,9.178746843338,United States,PRCH,0001784535
599,Cantaloupe,CTLP,972048513.59131,13.18564748764,United States,CTLP,0000896429
600,NerdWallet,NRDS,964356083.65662,13.262457084656,United States,NRDS,0000072316
600,NerdWallet,NRDS,964356083.65662,13.262457084656,United States,NRDS,0001625278
601,Raspberry Pi,RPI.L,961915658.4164,4.9711043172359,United Kingdom,,
602,freee K.K.,4478.T,951165919.76467,16.057302288055,Japan,,
603,Hansen Technologies,HSN.AX,937148022.37113,4.5887461432934,Australia,,
604,Catapult Group International,CAT.AX,933014179.786,3.0381268003464,Australia,,
605,"MNTN, Inc.",MNTN,927720814.40369,12.558369112015,United States,MNTN,0001863719
605,"MNTN, Inc.",MNTN,927720814.40369,12.558369112015,United States,MNTN,0001891027
606,Huya,HUYA,923763502.03522,4.134916639328,China,,
607,X-FAB,XFAB.PA,914222690.11347,6.9984680272579,Belgium,,
608,CI&amp;T,CINT,914022078.80798,7.0408797264099,Brazil,CINT,0001069322
609,i3 Verticals,IIIV,912297201.53229,29.437278056145,United States,IIIV,0001728688
610,Enghouse Systems,ENGH.TO,911835082.99264,16.653088728905,Canada,,
611,SAKURA Internet,3778.T,897908285.62164,22.435315192223,Japan,,
612,SEALSQ,LAES,897764825.77698,5.0182270050049,Switzerland,,
613,Stratasys,SSYS,895754585.48645,10.484509992599,Israel,SSYS,0000915735
614,Mensch und Maschine,MUM.F,888745652.1516,52.56195938158,Germany,,
615,QuinStreet,QNST,888669340.5368,15.592348194122,United States,QNST,0001117297
616,RS Technologies,3445.T,885354256.25186,33.456084187984,Japan,,
617,Chrysos Corporation Limited,C79.AX,885199287.76924,7.5998231638908,Australia,,
618,Weebit Nano,WBT.AX,884350676.13902,4.1920757811069,Australia,,
619,VTEX,VTEX,877149211.86829,5.0694334030151,United Kingdom,VTEX,0000905428
620,Alfa Financial Software,ALFA.L,876133676.34167,2.958820891428,United Kingdom,,
621,Asseco Business Solutions,ABS.WA,873954447.25675,26.482284842968,Poland,,
622,Udemy,UDMY,873103496.77429,6.0039501667023,United States,UDMY,0001607939
623,TomTom,TOM2.AS,871999872.16134,7.0043439614296,Netherlands,,
624,PagerDuty,PD,867822109.84863,9.3067628383636,United States,PD,0000078066
624,PagerDuty,PD,867822109.84863,9.3067628383636,United States,PD,0001568100
625,Webjet Limited,WEB.AX,866511635.71075,2.3980468252182,Australia,,
626,Pexip,PEXIP.OL,865983402.03032,8.4505022524357,Norway,,
627,Riskified,RSKD,865271621.57654,5.2742589950562,Israel,,
628,Sabre,SABR,859986547.79022,2.1762719154358,United States,SABR,0001490224
628,Sabre,SABR,859986547.79022,2.1762719154358,United States,SABR,0001597033
629,Arteris,AIP,854454782.06085,18.792748069763,United States,AIP,0001667011
630,Phreesia,PHR,848947103.82111,14.08175945282,United States,PHR,0001412408
631,Hippo,HIPO,836494690.98785,32.20882434845,United States,HIPO,0001828105
632,PAR Technology,PAR,835008968.07343,20.290535211563,United States,PAR,0000708821
632,PAR Technology,PAR,835008968.07343,20.290535211563,United States,PAR,0001408501
633,Ubisoft,UBI.PA,829630826.65873,6.157466947937,France,,
634,Yext,YEXT,827786899.6283,6.7336413383484,United States,YEXT,0001614178
635,THG (The Hut Group),THG.L,825277678.59236,0.52979675573349,United Kingdom,,
636,Mitek Systems,MITK,821451316.34552,18.12706489563,United States,MITK,0000807863
637,WhiteFiber,WYFI,821376268.2486,21.468282365799,United States,WYFI,0002042022
638,MediaAlpha,MAX,818137565.98724,12.468757915497,United States,MAX,0000052532
638,MediaAlpha,MAX,818137565.98724,12.468757915497,United States,MAX,0001818383
639,Avalon Technologies,AVALON.NS,815567386.29479,12.204788933754,India,,
640,SiteMinder,SDR.AX,810570822.15647,2.8758537250519,Australia,,
641,Bravura Solutions,BVS.AX,808303777.93944,1.8030412819386,Australia,,
642,Alpha &amp; Omega Semiconductor,AOSL,807690641.49078,27.139390945435,United States,AOSL,0001387467
643,GB Group (GBG),GBG.L,799538065.74293,3.413380086565,United Kingdom,,
644,Cybozu,4776.T,798665315.41668,17.270253840923,Japan,,
645,Equasens,EQS.PA,797815227.76204,53.076583681583,France,,
646,Forge Global,FRGE,797548989.0567,57.607197761536,United States,FRGE,0001827821
647,Cognyte Software,CGNT,795688763.02979,10.894161176682,Israel,CGNT,0000007059
647,Cognyte Software,CGNT,795688763.02979,10.894161176682,Israel,CGNT,0000894237
647,Cognyte Software,CGNT,795688763.02979,10.894161176682,Israel,CGNT,0001824814
648,Hypoport,HYQ.F,784555459.01328,117.18008112669,Germany,,
649,Nextdoor,NXDR,783060200.18738,1.9970495223999,United States,NXDR,0001846069
650,Mühlbauer Holding,MUB.DE,776206703.87369,54.693809746742,Germany,,
651,Bumble,BMBL,775257819.87488,4.8774094104767,United States,BMBL,0001830043
652,NETGEAR,NTGR,770106292.37457,27.113787746429,United States,NTGR,0001122904
653,TANLA,TANLA.NS,766301904.07328,5.797690795517,India,,
654,Zuken Inc.,6947.T,747436738.63529,35.464271101952,Japan,,
655,Shutterstock,SSTK,740375038.38745,20.828202390671,United States,SSTK,0001549346
656,Consensus Cloud Solutions,CCSI,732346039.03992,38.532814502716,United States,CCSI,0001866633
657,Red Violet,RDVT,730785841.54022,51.872081184387,United States,RDVT,0001720116
658,2CRSI,AL2SI.PA,728022325.69129,32.566373022556,France,,
659,Corsair Gaming,CRSR,726418632.19696,6.8104509353638,United States,CRSR,0001743759
660,Docebo,DCBO,724310731.06415,25.180746221542,Canada,,
661,Qt Group,QTCOM.HE,721250682.80481,28.405469136238,Finland,,
662,Ibotta,IBTA,718829188.56995,29.520488452911,United States,IBTA,0001538379
663,LendingTree,TREE,700849352.30988,50.899159622192,United States,TREE,0001096479
663,LendingTree,TREE,700849352.30988,50.899159622192,United States,TREE,0001434621
664,Grid Dynamics,GDYN,699153560.26825,8.2442300796509,United States,GDYN,0001743725
665,MapmyIndia,MAPMYINDIA.NS,691887908.77761,12.995671751022,India,,
666,Creotech Instruments,CRI.WA,678343240.43192,237.65273364544,Poland,,
667,HIVE Blockchain Technologies,HIVE,674355039.08401,2.6627326965332,Canada,HIVE,0001372414
668,OBOOK Holdings Inc. (OwlTing),OWLS,672037109.78912,7.6041501045227,Taiwan,OWLS,0002025416
669,Bit Digital,BTBT,671255986.91132,2.0738591194153,United States,BTBT,0001710350
670,Richtech Robotics,RR,669798325.103,2.9955742835999,United States,RR,0001963685
671,AMTD Digital,HKD,667864198.00247,2.1250655174255,Hong Kong,,
672,Wemade,112040.KQ,667021727.29953,19.732001425266,South Korea,,
673,Sohu.com,SOHU,662113965.29663,20.034503221512,China,SOHU,0001104188
674,Veradigm,MDRX,660800623.60046,6.0679581642151,United States,MDRX,0001124804
675,Quadient,QDT.PA,654878346.35843,19.319277857304,France,,
676,CEVA,CEVA,653747085.65247,23.554943084717,United States,CEVA,0001173489
677,Mastek,MASTEK.NS,653252207.8197,21.0745051651,India,,
678,indie Semiconductor,INDI,647037859.52469,3.1235902786255,United States,INDI,0001128252
678,indie Semiconductor,INDI,647037859.52469,3.1235902786255,United States,INDI,0001841925
679,NCC Group plc,NCC.L,640891929.37822,2.1893295469284,United Kingdom,,
680,Gentrack Group,GTK.NZ,636306014.94874,5.6584990041256,New Zealand,,
681,Auction Technology Group,ATG.L,634929281.012,5.243483949852,United Kingdom,,
682,Alight,ALIT,632791010.64468,1.1618731708527,United States,ALIT,0001809104
683,Gloo Holdings,GLOO,626242982.25784,7.7449676990509,United States,GLOO,0002069785
684,Rapid7,RPD,585414851.2056,8.8843100547791,United States,RPD,0001560327
685,ThredUp,TDUP,578953955.62561,4.5573694229126,United States,TDUP,0001484778
686,Yubico,YUBICO.ST,570768825.41022,6.6040635481834,Sweden,,
687,Stitch Fix,SFIX,566927375.19821,4.2245278358459,United States,SFIX,0001576942
688,Digital Turbine,APPS,563312326.39404,4.6981870174408,United States,APPS,0000317788
689,BOE Varitronix,0710.HK,561912745.44267,0.72113842301846,Hong Kong,,
690,DoubleDown Interactive,DDI,561094351.98807,11.323014760017,United States,DDI,0001104252
691,Wirtualna Polska (WP Holding),WPL.WA,559130626.30933,18.778282262325,Poland,,
692,PlayWay,PLW.WA,551587946.9253,83.573962192535,Poland,,
693,Rackspace Technology,RXT,549996491.7601,2.227478313446,United States,RXT,0001810019
694,Truecaller,TRUE-B.ST,539653671.15096,1.6149089756489,Sweden,,
695,Gravity Co.,GRVY,539079615.42526,77.577692985535,South Korea,,
696,Blend Labs,BLND,535353346.32462,2.0610575199127,United States,BLND,0001855747
697,Gree,3632.T,533912216.50189,3.108650812006,Japan,,
698,TXT e-solutions,TXT.MI,532603419.37355,42.049541902065,Italy,,
699,PowerFleet,AIOT,528928295.22324,3.9428926467896,United States,AIOT,0001774170
700,BitFuFu,FUFU,526416232.23221,3.1619950771332,Singapore,,
701,Seco S.p.A.,IOT.MI,525990237.24604,3.9697119977474,Italy,,
702,Xunlei,XNET,525358840.59586,8.3978492736816,China,XNET,0001510593
703,ECARX Holdings,ECX,525195922.31995,1.4721839427948,China,ECX,0001861974
704,Priority Technology Holdings,PRTH,524043491.60889,6.4007997512817,United States,PRTH,0001653558
705,OneSpan,OSPN,520397759.93103,13.68490986824,United States,OSPN,0001044777
706,Locaweb,LWSA3.SA,519849923.16128,0.94473115993023,Brazil,,
707,Paysafe,PSFE,514196542.23663,8.9483180522919,United States,,
708,Nano Dimension,NNDM,511555684.91333,2.3426927089691,United States,,
709,Pinewood Technologies Group,PINE.L,507694929.88927,4.4348325124741,United Kingdom,,
710,Lesaka Technologies,LSAK,507003436.13022,6.0295533657074,South Africa,LSAK,0001041514
711,IVU Traffic Technologies,IVU.DE,504630977.14209,29.184702497959,Germany,,
712,Groupon,GRPN,503987952.79907,12.366345119476,United States,GRPN,0001490281
713,Nuix Limited,NXL.AX,494936709.88678,1.4784951313496,Australia,,
714,PubMatic,PUBM,492167713.6731,10.382097196579,United States,PUBM,0001108730
714,PubMatic,PUBM,492167713.6731,10.382097196579,United States,PUBM,0001422930
715,Fiverr,FVRR,489348289.39865,13.249655485153,Israel,,
716,Weave Communications,WEAV,478243301.24008,6.0807597637177,United States,WEAV,0001609151
717,D2L Inc.,DTOL.TO,475178003.04479,8.6922476574421,Canada,,
718,eMudhra,EMUDHRA.NS,470157077.46261,5.7339772347927,India,,
719,Neowiz Games,095660.KQ,466053490.17775,23.592579787254,South Korea,,
720,COLOPL,3668.T,460188315.75045,3.5825788271904,Japan,,
721,Spire Global,SPIR,458906372.53738,13.864132261276,United States,SPIR,0000731657
721,Spire Global,SPIR,458906372.53738,13.864132261276,United States,SPIR,0001816017
722,Troops,TROO,456888676.59531,3.6100510597229,Hong Kong,,
723,Sprout Social,SPT,455955286.37238,7.655356502533,United States,SPT,0000086312
723,Sprout Social,SPT,455955286.37238,7.655356502533,United States,SPT,0001517375
724,Perion Network,PERI,451239013.25516,10.894161176682,Israel,,
725,3D Systems,DDD,446878604.12155,3.0595822811127,United States,DDD,0000910638
725,3D Systems,DDD,446878604.12155,3.0595822811127,United States,DDD,0000934936
726,Agora.io,API,446162656.74713,4.9670206069946,China,API,0000869986
726,Agora.io,API,446162656.74713,4.9670206069946,China,API,0001796209
727,Verve Group SE,VER.ST,445891023.44777,2.2281567982197,Sweden,,
728,Canaan,CAN,445402548.97507,0.65659403848648,China,,
729,F-Secure,FSECURE.HE,444377719.48721,2.5435626067638,Finland,,
730,WithSecure Oyj,WITH.HE,444175458.05555,2.5259092010498,Finland,,
731,Absci,ABSI,442749115.36041,2.9443678855896,United States,ABSI,0001672688
732,ON24,ONTF,437795449.38202,10.279684400558,United States,ONTF,0001110611
733,Coveo Solutions,CVO.TO,433350673.86721,4.5195919027805,Canada,,
734,Automatic Bank Services,SHVA.TA,428000067.41288,10.689066751051,Israel,,
735,Smart Parking Limited,SPZ.AX,424925271.71092,1.0322416139698,Australia,,
736,SOPHiA GENETICS,SOPH,422038052.72583,5.8887357711792,Switzerland,,
737,Qoria Limited,QOR.AX,421224910.48735,0.30651765800953,Australia,,
738,Palladyne AI,PDYN,420217276.10794,9.0379292488098,United States,PDYN,0000076174
738,Palladyne AI,PDYN,420217276.10794,9.0379292488098,United States,PDYN,0001826681
739,Bgin Blockchain,BGIN,420013105.95779,3.7124638557434,Singapore,,
740,Chaince Digital Holdings,CD,414641063.2251,5.8503309726715,United States,CD,0000723612
740,Chaince Digital Holdings,CD,414641063.2251,5.8503309726715,United States,CD,0001527762
741,Materialise NV,MTLS,412945148.28812,6.9384669303894,Belgium,,
742,Getty Images,GETY,411418296.39481,0.98610720968246,United States,GETY,0001898496
743,Shoper,SHO.WA,411238335.34948,14.616866312027,Poland,,
744,Appen,APX.AX,408347293.80678,1.5235695631981,Australia,,
745,Cerence,CRNC,406870226.05377,9.0379292488098,United States,CRNC,0001768267
746,SmartRent,SMRT,406027327.7774,2.112263917923,United States,SMRT,0000884940
746,SmartRent,SMRT,406027327.7774,2.112263917923,United States,SMRT,0001331301
746,SmartRent,SMRT,406027327.7774,2.112263917923,United States,SMRT,0001837014
747,MSTC Limited,MSTCLTD.NS,405855171.86729,5.7616798961163,India,,
748,Cigniti Technologies,CIGNITITEC.NS,404651607.72734,14.689579397202,India,,
749,Allot,ALLT,402951461.86172,8.3210396766663,Israel,ALLT,0001365767
750,Telos,TLS,396552792.2966,5.3766717910767,United States,TLS,0000320121
751,OneConnect,OCFT,393911525.32211,10.100462007523,China,,
752,Rimini Street,RMNI,391132574.58466,4.2629326343536,United States,RMNI,0001415610
752,Rimini Street,RMNI,391132574.58466,4.2629326343536,United States,RMNI,0001635282
753,TechTarget,TTGT,387969330.07141,5.3766717910767,United States,TTGT,0001293282
753,TechTarget,TTGT,387969330.07141,5.3766717910767,United States,TTGT,0002018064
754,IQE plc,IQE.L,378219361.77651,0.38645212546349,United Kingdom,,
755,8x8,EGHT,376317990.12863,2.7011374950409,United States,EGHT,0001023731
756,DocMorris,DOCM.SW,374498736.90108,7.7058588125706,Switzerland,,
757,Infotel SA,INF.PA,373006692.55682,53.958741903305,France,,
758,Parrot S.A.,PARRO.PA,367563370.51809,11.879743520784,France,,
759,Bakkt Holdings,BKKT,360335408.21655,11.790273141861,United States,BKKT,0001820302
760,CS Disco,LAW,359956439.90616,5.6839101791382,United States,LAW,0001625641
761,EaseMyTrip,EASEMYTRIP.NS,356123959.77492,0.097920842771053,India,,
762,Zhihu,ZH,350108056.75476,3.9428926467896,China,,
763,Gooch &amp; Housego,GHH.L,349475790.87597,12.76822573266,United Kingdom,,
764,Vista Group International,VGL.NZ,346751848.61157,1.4518550027847,New Zealand,,
765,Aeluma,ALMU,341737715.55809,18.933565664291,United States,ALMU,0001828805
766,Endava,DAVA,341480782.33543,6.2855853557587,United Kingdom,,
767,Veritone,VERI,340826548.9119,3.7124638557434,United States,VERI,0001615165
768,Xperi,XPER,340329314.30466,7.2457053184509,United States,XPER,0001690666
768,Xperi,XPER,340329314.30466,7.2457053184509,United States,XPER,0001788999
768,Xperi,XPER,340329314.30466,7.2457053184509,United States,XPER,0001803696
769,Claritev,CTEV,339465933.46909,20.508162403107,United States,CTEV,0001793229
770,Concurrent Technologies,CNC.L,337651712.5503,3.8815473819733,United Kingdom,,
771,Com2uS,078340.KQ,329908245.19871,28.825873663902,South Korea,,
772,centrotherm international,CTNK.F,329811710.89718,15.584795250416,Germany,,
773,GDEV Inc.,GDEV,327368790.62523,18.056656098366,Cyprus,,
774,kneat.com,FOBK.F,327075888.74845,3.2933906944275,Ireland,,
775,DeFi Technologies,DEFI.NE,325645103.89829,0.84390704240799,Canada,,
776,Gorilla Technology,GRRR,325023619.5266,14.337791442871,Taiwan,,
777,Asure Software,ASUR,324722525.9063,11.444629955292,United States,ASUR,0000884144
778,Text (LiveChat),TXT.WA,320198006.66787,12.434872081614,Poland,,
779,One Stop Systems,OSS,318545067.98058,12.993623495102,United States,OSS,0001394056
780,Simulations Plus,SLP,318001215.06859,15.784372186661,United States,SLP,0001023459
781,Spok Holdings,SPOK,317927211.58218,15.336316204071,United States,SPOK,0001289945
782,Repay Holdings,RPAY,316867321.07361,3.4692334651947,United States,RPAY,0001720592
783,eGain,EGAN,315176813.53226,11.508637952805,United States,EGAN,0001066194
784,Lantronix,LTRX,313510905.54451,7.8985868930817,United States,LTRX,0001114925
785,ZipRecruiter,ZIP,309059082.74918,3.6612574577332,United States,ZIP,0001131457
785,ZipRecruiter,ZIP,309059082.74918,3.6612574577332,United States,ZIP,0001617553
786,Webzen,069080.KQ,307969297.94544,10.595218225098,South Korea,,
787,AudioCodes,AUDC,300299572.92763,10.471708393097,Israel,AUDC,0001086434
788,Dye &amp; Durham,DND.TO,299808618.7851,4.4633288729668,Canada,,
789,BrainChip,BRN.AX,297667992.92348,0.12621301775169,Australia,,
790,Computer Modelling Group,CMG.TO,294602379.80885,3.6756848603725,Canada,,
791,Netcall,NET.L,293139190.26986,1.7194596387863,United Kingdom,,
792,Similarweb,SMWB,290573798.37563,3.3412174701691,Israel,,
793,"Nerdy, Inc,",NRDY,290329318.54897,1.1773631062508,United States,NRDY,0001819404
794,Nucleus Software Exports,NUCLEUS.NS,288498218.72124,10.958962873363,India,,
795,Sidetrade,ALBFR.PA,286438674.35039,202.89639099598,France,,
796,Eleving Group,OT8.F,283542957.66355,2.3524219245911,Luxembourg,,
797,Backblaze,BLZE,282574539.70406,4.8134014129639,United States,BLZE,0001462056
798,Vecima Networks,VCM.TO,282481775.47358,11.617784390163,Canada,,
799,Arqit Quantum,ARQQ,281518213.16078,17.986247301102,United Kingdom,,
800,Xerox,XRX,281510368.34061,2.1890735149384,United States,XRX,0000108772
800,Xerox,XRX,281510368.34061,2.1890735149384,United States,XRX,0001770450
801,Duos Technologies Group,DUOT,278717858.14896,9.4347788333893,United States,DUOT,0001396536
802,Linedata Services,LIN.PA,273174153.64789,55.723058346748,France,,
803,Cheetah Mobile,CMCM,268736666.08368,8.7562940597534,China,,
804,Compugen,CGEN,268685111.48216,2.8291534900665,Israel,,
805,cBrain,CBRAIN.CO,268555200.85041,13.731891738415,Denmark,,
806,Streamwide,ALSTW.PA,267639981.21781,100.86021803284,France,,
807,Kaltura,KLTR,266994665.38849,1.7282159328461,United States,KLTR,0001432133
808,Everspin Technologies,MRAM,264307169.27788,11.431828355789,United States,MRAM,0001438423
809,Vuzix,VUZI,261565537.76329,3.2644078731537,United States,VUZI,0001463972
810,Fonix Mobile,FNX.L,258137236.13235,2.6047158475876,United Kingdom,,
811,trivago,TRVG,254036579.13361,3.5972494602203,Germany,,
812,Ceragon Networks,CRNT,253161789.51256,2.816351890564,Israel,,
813,Capital B,ALCPB.PA,251397360.41504,1.102699057312,France,,
814,Paysign,PAYS,249441501.3192,4.5317662239075,United States,PAYS,0001496443
815,Domo,DOMO,247745545.4171,5.9271405696869,United States,DOMO,0001505952
816,Conduent,CNDT,247565606.13449,1.6001999378204,United States,CNDT,0001677703
817,KLab,3656.T,247253838.54053,3.2452054738998,Japan,,
818,Accelya,ACCELYA.NS,245810797.439,16.419459537983,India,,
819,LifeMD,LFMD,242481118.05046,5.0374294042587,United States,LFMD,0000948320
820,DUG Technology,DUG.AX,242467667.40986,1.7895227928638,Australia,,
821,Atomera,ATOM,242237191.2529,6.2599821567535,United States,ATOM,0001420520
822,Admicom Oyj,ADMCM.HE,239733099.81788,47.783634351254,Finland,,
823,CuriosityStream,CURI,238820536.51718,4.0965118408203,United States,CURI,0001776909
824,Visiativ SA,ALVIV.PA,236614996.3048,51.46230198431,France,,
825,Amtech Systems,ASYS,235696495.62225,16.360444164276,United States,ASYS,0000003559
825,Amtech Systems,ASYS,235696495.62225,16.360444164276,United States,ASYS,0000720500
826,TON Strategy Co.,TONX,234827379.6701,3.9428926467896,United States,TONX,0001566610
827,Digia Oyj,DIGIA.HE,234699664.51267,8.7921897447586,Finland,,
828,WALLIX Group,ALLIX.PA,232232793.7282,34.477779844284,France,,
829,Marvelous,7844.T,230145139.60516,3.7994507243633,Japan,,
830,Beeks Financial Cloud Group,BKS.L,228022594.72268,3.3367625135422,United Kingdom,,
831,Frontier Developments,FDEV.L,227043929.08279,6.2989886304379,United Kingdom,,
832,Digital Bros,DIB.MI,223576318.86041,15.672998270988,Italy,,
833,ALT5 Sigma,ALTS,219958618.84499,1.7410175323486,United States,ALTS,0000813747
833,ALT5 Sigma,ALTS,219958618.84499,1.7410175323486,United States,ALTS,0000862861
834,Tucows,TCX,219121025.55145,19.733665633202,Canada,TCX,0000909494
835,Tribal Group,TRB.L,217026198.69221,1.0129457630396,United Kingdom,,
836,Kudelski SA,KUD.SW,213841881.46603,2.1856554878712,Switzerland,,
837,Tingo Group,TIO,213719590.3463,0.88331036567688,United States,TIO,0000854800
838,MotorK,MTRK.AS,212790171.17953,4.4549054204941,Italy,,
839,Cegedim SA,ALCGM.PA,211956895.86551,15.437832888126,France,,
840,lastminute.com,LMN.SW,211807679.14155,19.82532508564,Netherlands,,
841,Marti Technologies,MRT,211594791.10214,2.6883358955383,Turkey,MRT,0000883981
841,Marti Technologies,MRT,211594791.10214,2.6883358955383,Turkey,MRT,0001616314
842,Unisys,UIS,210881711.28601,2.9571694850922,United States,UIS,0000746838
843,Aptitude Software Group,APTD.L,209316011.65885,3.8985607077122,United Kingdom,,
844,Quartix Technologies,QTX.L,208595965.21227,4.3071493590355,United Kingdom,,
845,MicroVision,MVIS,207342550.36369,0.67630850172043,United States,MVIS,0000065770
846,Serviceware,SJJ.DE,204550640.56706,19.480962059021,Germany,,
847,KORE,KORE,202502378.24585,11.521439552307,United States,KORE,0001444064
847,KORE,KORE,202502378.24585,11.521439552307,United States,KORE,0001855457
848,"PLAID,Inc.",4165.T,201747535.77166,4.9159934313774,Japan,,
849,Geospace Technologies,GEOS,199303043.46329,15.464332199097,United States,GEOS,0001001115
849,Geospace Technologies,GEOS,199303043.46329,15.464332199097,United States,GEOS,0001385799
850,Quicklogic,QUIK,197213638.08144,11.406225156784,United States,QUIK,0000882508
851,Almawave,AIW.MI,194611419.82591,6.4908205989838,Italy,,
852,OPTiM,3694.T,190756145.1666,3.4620901726723,Japan,,
853,Serko Limited,SKO.NZ,187394671.72554,1.5039703143597,New Zealand,,
854,ReposiTrak,TRAK,186426232.00333,10.241279602051,United States,TRAK,0000050471
854,ReposiTrak,TRAK,186426232.00333,10.241279602051,United States,TRAK,0001333513
855,Fabasoft,FAA.DE,185611648.30474,17.496202072144,Austria,,
856,Digimarc,DMRC,184940099.43771,8.5002620697021,United States,DMRC,0001089443
856,Digimarc,DMRC,184940099.43771,8.5002620697021,United States,DMRC,0001438231
857,Innoviz,INVZ,184420641.25374,0.88331036567688,Israel,,
858,Valens Semiconductor,VLN,181968530.7135,1.7282159328461,Israel,,
859,Comtech Telecommunications,CMTL,181771242.70325,6.1319661617279,United States,CMTL,0000023197
860,Rekor Systems,REKR,181274458.71231,1.3313663482666,United States,REKR,0001697851
861,Perfect Corp.,PERF,181231793.54149,1.7794223308563,Taiwan,PERF,0000719662
861,Perfect Corp.,PERF,181231793.54149,1.7794223308563,Taiwan,PERF,0000880460
861,Perfect Corp.,PERF,181231793.54149,1.7794223308563,Taiwan,PERF,0001899830
862,The Original BARK Company,BARK,179216063.92509,1.0369295597076,United States,BARK,0001819574
863,Baozun,BZUN,178926235.71236,3.0851854801178,China,,
864,Eleco,ELCO.L,177120740.36379,2.1280354885101,United Kingdom,,
865,Team Internet Group,TIG.L,175395319.02012,0.69799697159767,United Kingdom,,
866,Allied Tecnologia,ALLD3.SA,172607084.5627,1.8037965763092,Brazil,,
867,accesso Technology Group,ACSO.L,168889295.24157,4.5454895385742,United Kingdom,,
868,Dominion Hosting,DHH.MI,168224149.73461,30.140469916821,Italy,,
869,Thryv,THRY,167918734.29432,3.8020750522614,United States,THRY,0001556739
870,Eagle Eye Solutions Group,EYE.L,167437912.6178,5.6009942191601,United Kingdom,,
871,CI Games,CI7.F,165770253.37124,0.81305646776676,Poland,,
872,WM Technology,MAPS,165207201.90048,0.96600869846344,United States,MAPS,0000916238
872,WM Technology,MAPS,165207201.90048,0.96600869846344,United States,MAPS,0001779474
873,Diginex,DGNX,163774293.26496,0.78089756965637,Hong Kong,,
874,UNITED,2497.T,163620163.28711,4.369774783802,Japan,,
875,Userjoy Technology,3546.TWO,163200484.61014,2.7932194002628,Taiwan,,
876,Freelance.com SA,ALFRE.PA,161563754.02798,2.8596597016811,France,,
877,Easy Software,ESY.HM,161015603.61904,24.99448294878,Germany,,
878,Tracsis,TRCS.L,157074370.05954,5.2775362045288,United Kingdom,,
879,Micro Systemation,MSAB-B.ST,156044711.80835,8.4492861004829,Sweden,,
880,The Platform Group,TPG.F,155394891.09616,7.5494360682487,Germany,,
881,SNGULAR,SNG.MC,151208369.92908,2.8523115835667,Spain,,
882,gumi,3903.T,142155242.62134,2.7873434660912,Japan,,
883,ReadyTech Holdings,RDY.AX,142029459.22527,1.1494389772558,Australia,,
884,OptimizeRx,OPRX,141507682.67162,7.5913485050201,United States,OPRX,0001448431
885,Silicom,SILC,139287025.05039,24.451055049896,Israel,,
886,1Spatial,SPA.L,137113353.13982,1.2257505920506,United Kingdom,,
887,Microlise,SAAS.L,134225199.63796,1.1576524834967,United Kingdom,,
888,Synchronoss,SNCR,132574142.7858,11.521439552307,United States,SNCR,0001131554
889,Lemonsoft,LEMON.HE,131169242.76983,7.3366222781181,Finland,,
890,Silvaco Group,SVCO,129434780.93658,4.2245278358459,United States,SVCO,0001943289
891,SaverOne 2014,SVRE,128885909.79759,3.6612574577332,Israel,SVRE,0001894693
892,Magnachip Semiconductor,MX,127970820.74131,3.5332414627075,Luxembourg,MX,0001325702
893,iHuman,IH,124886526.25252,2.4323039054871,China,,
894,Viomi Technology,VIOT,124160071.32523,1.817827129364,China,,
895,Intellicheck,IDN,122602526.31695,6.0679581642151,United States,IDN,0001040896
896,Arbe Robotics,ARBE,122232519.12621,0.99852476119995,Israel,ARBE,0000710782
897,EROAD Limited,ERD.NZ,122207897.80988,0.65147083836555,New Zealand,,
898,Serverworks,4434.T,120735373.34454,16.314358406067,Japan,,
899,Odysight.ai,ODYS,119357966.04366,7.2969117164612,Israel,ODYS,0001577445
900,Airship AI,AISP,118805029.11667,3.4564318656921,United States,AISP,0001842566
901,Ateme SA,ATEME.PA,116333443.50311,10.056616529226,France,,
902,American Well,AMWL,116327397.30766,7.0280781269073,United States,AMWL,0001393584
903,"Stem, Inc",STEM,115599887.52857,13.569695472717,United States,STEM,0000883975
903,"Stem, Inc",STEM,115599887.52857,13.569695472717,United States,STEM,0001758766
904,Arab Sea Information Systems Company,7201.SR,115314356.81279,1.1531437601519,Saudi Arabia,,
905,The9,NCTY,112885026.71886,7.4633325099945,China,,
906,"SoundThinking 
 (ShotSpotter)",SSTI,112800454.23191,8.7946988582611,United States,SSTI,0000855906
906,"SoundThinking 
 (ShotSpotter)",SSTI,112800454.23191,8.7946988582611,United States,SSTI,0001351636
907,11 bit studios,11B.WA,112479858.65493,46.533174111843,Poland,,
908,Velo3D,VLDX,110751624.79984,7.8729836940765,United States,VLDX,0001825079
909,Quick Heal,QUICKHEAL.NS,109876614.99128,2.0260067404747,India,,
910,Genasys,GNSS,105918560.13004,2.3426927089691,United States,GNSS,0000924383
910,Genasys,GNSS,105918560.13004,2.3426927089691,United States,GNSS,0001161396
911,WISeKey International,WKEY,105564713.67851,9.3707708358765,Switzerland,,
912,Pulsar Group,PULS.L,105031525.77907,0.77460558350086,United Kingdom,,
913,GCT Semiconductor,GCTS,104832165.18986,1.4465807437897,United States,GCTS,0001851961
